run_id,problem,instance,execution_mode,method,ansatz_name,ansatz_repetitions,qaoa_depth,num_trainable_parameters,optimizer_name,optimizer_library,optimizer_version,initialization_rule,initialization_lower_bound,initialization_upper_bound,warm_start_source,initialization_seed,objective_shots_per_evaluation,final_sampling_shots,max_optimizer_iterations,max_objective_evaluations,function_tolerance,parameter_tolerance,gradient_tolerance,finite_difference_step,termination_reason,realized_optimizer_iterations,realized_objective_evaluations,final_parameter_selection_rule,postprocessing_rule,wall_time_seconds,artifact_replayable
research_benchmark/research_benchmark/results_hardware/market_share/market_share_ma_qaoa/ms_seed0_prod4_gen/result.json,market_share,ms_seed0_prod4.gen,hardware_single,ma_qaoa,QAOAAnsatz (multi-angle),3,3,12639,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,8020.7505164,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_ma_qaoa/ms_seed0_prod5_gen/result.json,market_share,ms_seed0_prod5.gen,hardware_single,ma_qaoa,QAOAAnsatz (multi-angle),3,3,19839,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,11243.627702,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_ma_qaoa/ms_seed1_prod2_gen/result.json,market_share,ms_seed1_prod2.gen,hardware_single,ma_qaoa,QAOAAnsatz (multi-angle),3,3,2745,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,3703.072693000002,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_ma_qaoa/ms_seed1_prod3_gen/result.json,market_share,ms_seed1_prod3.gen,hardware_single,ma_qaoa,QAOAAnsatz (multi-angle),3,3,6750,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,5177.6528179000015,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_ma_qaoa/ms_seed1_prod4_gen/result.json,market_share,ms_seed1_prod4.gen,hardware_single,ma_qaoa,QAOAAnsatz (multi-angle),3,3,12639,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,17638.1164089,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_ma_qaoa/ms_seed1_prod5_gen/result.json,market_share,ms_seed1_prod5.gen,hardware_single,ma_qaoa,QAOAAnsatz (multi-angle),3,3,20862,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,9654.715519100006,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_pce/ms_seed0_prod2_gen/result.json,market_share,ms_seed0_prod2.gen,hardware_single,pce,Brickwork,14,not_applicable,182,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_1,0,1,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,2476.1518480000013,false
research_benchmark/research_benchmark/results_hardware/market_share/market_share_pce/ms_seed0_prod3_gen/result.json,market_share,ms_seed0_prod3.gen,hardware_single,pce,Brickwork,16,not_applicable,240,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_1,0,1,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,2251.904916300002,false
research_benchmark/research_benchmark/results_hardware/market_share/market_share_pce/ms_seed0_prod4_gen/result.json,market_share,ms_seed0_prod4.gen,hardware_single,pce,Brickwork,20,not_applicable,380,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_1,0,1,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,2570.1367181000023,false
research_benchmark/research_benchmark/results_hardware/market_share/market_share_pce/ms_seed0_prod5_gen/result.json,market_share,ms_seed0_prod5.gen,hardware_single,pce,Brickwork,22,not_applicable,462,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_1,0,1,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,2511.5266066000004,false
research_benchmark/research_benchmark/results_hardware/market_share/market_share_pce/ms_seed1_prod2_gen/result.json,market_share,ms_seed1_prod2.gen,hardware_single,pce,Brickwork,14,not_applicable,182,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_1,0,1,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,2434.8765937999997,false
research_benchmark/research_benchmark/results_hardware/market_share/market_share_pce/ms_seed1_prod3_gen/result.json,market_share,ms_seed1_prod3.gen,hardware_single,pce,Brickwork,16,not_applicable,240,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_1,0,1,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,4178.549956499999,false
research_benchmark/research_benchmark/results_hardware/market_share/market_share_pce/ms_seed1_prod4_gen/result.json,market_share,ms_seed1_prod4.gen,hardware_single,pce,Brickwork,20,not_applicable,380,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_1,0,1,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,2785.0850236999977,false
research_benchmark/research_benchmark/results_hardware/market_share/market_share_pce/ms_seed1_prod5_gen/result.json,market_share,ms_seed1_prod5.gen,hardware_single,pce,Brickwork,22,not_applicable,462,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_1,0,1,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,3405.143917500005,false
research_benchmark/research_benchmark/results_hardware/market_share/market_share_qaoa/ms_seed0_prod2_gen/result.json,market_share,ms_seed0_prod2.gen,hardware_single,qaoa,QAOAAnsatz,3,3,6,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,optimizer_success,51,51,best_objective_iterate,one_round_local_swap,1952.1850981000025,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_qaoa/ms_seed0_prod3_gen/result.json,market_share,ms_seed0_prod3.gen,hardware_single,qaoa,QAOAAnsatz,3,3,6,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,optimizer_success,58,58,best_objective_iterate,one_round_local_swap,2246.125888800001,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_qaoa/ms_seed0_prod4_gen/result.json,market_share,ms_seed0_prod4.gen,hardware_single,qaoa,QAOAAnsatz,3,3,6,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,optimizer_success,55,55,best_objective_iterate,one_round_local_swap,2256.925059999994,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_qaoa/ms_seed0_prod5_gen/result.json,market_share,ms_seed0_prod5.gen,hardware_single,qaoa,QAOAAnsatz,3,3,6,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,optimizer_success,56,56,best_objective_iterate,one_round_local_swap,2513.886601700011,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_qaoa/ms_seed1_prod2_gen/result.json,market_share,ms_seed1_prod2.gen,hardware_single,qaoa,QAOAAnsatz,3,3,6,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,optimizer_success,59,59,best_objective_iterate,one_round_local_swap,1504.3179195999983,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_qaoa/ms_seed1_prod3_gen/result.json,market_share,ms_seed1_prod3.gen,hardware_single,qaoa,QAOAAnsatz,3,3,6,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,optimizer_success,55,55,best_objective_iterate,one_round_local_swap,1565.8893469000031,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_qaoa/ms_seed1_prod4_gen/result.json,market_share,ms_seed1_prod4.gen,hardware_single,qaoa,QAOAAnsatz,3,3,6,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,optimizer_success,48,48,best_objective_iterate,one_round_local_swap,3620.7254307999974,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_qaoa/ms_seed1_prod5_gen/result.json,market_share,ms_seed1_prod5.gen,hardware_single,qaoa,QAOAAnsatz,3,3,6,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,optimizer_success,49,49,best_objective_iterate,one_round_local_swap,2645.5833584000065,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_qrao/ms_seed0_prod2_gen/result.json,market_share,ms_seed0_prod2.gen,hardware_single,qrao,EfficientSU2,3,not_applicable,240,COBYLA,qiskit_algorithms,0.4.0,zero_initial_point,0,0,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,optimizer_success,200,200,best_objective_iterate,one_round_local_swap,5466.123258100008,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_qrao/ms_seed0_prod3_gen/result.json,market_share,ms_seed0_prod3.gen,hardware_single,qrao,EfficientSU2,3,not_applicable,336,COBYLA,qiskit_algorithms,0.4.0,zero_initial_point,0,0,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,optimizer_success,200,200,best_objective_iterate,one_round_local_swap,6017.360551299993,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_qrao/ms_seed0_prod4_gen/result.json,market_share,ms_seed0_prod4.gen,hardware_single,qrao,EfficientSU2,3,not_applicable,584,COBYLA,qiskit_algorithms,0.4.0,zero_initial_point,0,0,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,optimizer_success,200,200,best_objective_iterate,one_round_local_swap,11194.376038999995,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_qrao/ms_seed0_prod5_gen/result.json,market_share,ms_seed0_prod5.gen,hardware_single,qrao,EfficientSU2,3,not_applicable,672,COBYLA,qiskit_algorithms,0.4.0,zero_initial_point,0,0,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,optimizer_success,200,200,best_objective_iterate,one_round_local_swap,12640.305878400104,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_qrao/ms_seed1_prod2_gen/result.json,market_share,ms_seed1_prod2.gen,hardware_single,qrao,EfficientSU2,3,not_applicable,240,COBYLA,qiskit_algorithms,0.4.0,zero_initial_point,0,0,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,optimizer_success,200,200,best_objective_iterate,one_round_local_swap,10300.58166799997,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_qrao/ms_seed1_prod3_gen/result.json,market_share,ms_seed1_prod3.gen,hardware_single,qrao,EfficientSU2,3,not_applicable,336,COBYLA,qiskit_algorithms,0.4.0,zero_initial_point,0,0,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,optimizer_success,200,200,best_objective_iterate,one_round_local_swap,28291.788383499952,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_qrao/ms_seed1_prod4_gen/result.json,market_share,ms_seed1_prod4.gen,hardware_single,qrao,EfficientSU2,3,not_applicable,584,COBYLA,qiskit_algorithms,0.4.0,zero_initial_point,0,0,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,optimizer_success,200,200,best_objective_iterate,one_round_local_swap,14316.999846799998,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_qrao/ms_seed1_prod5_gen/result.json,market_share,ms_seed1_prod5.gen,hardware_single,qrao,EfficientSU2,3,not_applicable,680,COBYLA,qiskit_algorithms,0.4.0,zero_initial_point,0,0,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,optimizer_success,200,200,best_objective_iterate,one_round_local_swap,24096.908664499875,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_vqe/ms_seed0_prod2_gen/result.json,market_share,ms_seed0_prod2.gen,hardware_multi,vqe,unknown_legacy_artifact,3,not_applicable,192,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,2340.325532100047,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_vqe/ms_seed0_prod3_gen/result.json,market_share,ms_seed0_prod3.gen,hardware_multi,vqe,unknown_legacy_artifact,3,not_applicable,336,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,2460.9997213000897,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_vqe/ms_seed0_prod4_gen/result.json,market_share,ms_seed0_prod4.gen,hardware_multi,vqe,unknown_legacy_artifact,3,not_applicable,472,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,2516.655489000026,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_vqe/ms_seed0_prod5_gen/result.json,market_share,ms_seed0_prod5.gen,hardware_multi,vqe,unknown_legacy_artifact,3,not_applicable,600,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,3076.2672373999376,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_vqe/ms_seed1_prod2_gen/result.json,market_share,ms_seed1_prod2.gen,hardware_multi,vqe,unknown_legacy_artifact,3,not_applicable,200,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,2344.415789599996,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_vqe/ms_seed1_prod3_gen/result.json,market_share,ms_seed1_prod3.gen,hardware_multi,vqe,unknown_legacy_artifact,3,not_applicable,336,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,2439.6826418999117,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_vqe/ms_seed1_prod4_gen/result.json,market_share,ms_seed1_prod4.gen,hardware_multi,vqe,unknown_legacy_artifact,3,not_applicable,472,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,3074.5610304999864,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_vqe/ms_seed1_prod5_gen/result.json,market_share,ms_seed1_prod5.gen,hardware_multi,vqe,unknown_legacy_artifact,3,not_applicable,624,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,2697.6054408999626,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_ws_qaoa/ms_seed0_prod2_gen/result.json,market_share,ms_seed0_prod2.gen,hardware_single,ws_qaoa,QAOAAnsatz,3,3,6,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi_with_gamma_pi_beta_pi_over_2_override,0,2*pi,continuous_relaxation_or_legacy_artifact,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,optimizer_success,47,47,best_objective_iterate,one_round_local_swap,1250.6571619999886,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_ws_qaoa/ms_seed0_prod3_gen/result.json,market_share,ms_seed0_prod3.gen,hardware_single,ws_qaoa,QAOAAnsatz,3,3,6,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi_with_gamma_pi_beta_pi_over_2_override,0,2*pi,continuous_relaxation_or_legacy_artifact,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,optimizer_success,55,55,best_objective_iterate,one_round_local_swap,1294.7780090000015,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_ws_qaoa/ms_seed0_prod4_gen/result.json,market_share,ms_seed0_prod4.gen,hardware_single,ws_qaoa,QAOAAnsatz,3,3,6,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi_with_gamma_pi_beta_pi_over_2_override,0,2*pi,continuous_relaxation_or_legacy_artifact,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,optimizer_success,55,55,best_objective_iterate,one_round_local_swap,2414.375094999996,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_ws_qaoa/ms_seed0_prod5_gen/result.json,market_share,ms_seed0_prod5.gen,hardware_single,ws_qaoa,QAOAAnsatz,3,3,6,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi_with_gamma_pi_beta_pi_over_2_override,0,2*pi,continuous_relaxation_or_legacy_artifact,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,optimizer_success,61,61,best_objective_iterate,one_round_local_swap,4148.011020899998,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_ws_qaoa/ms_seed1_prod2_gen/result.json,market_share,ms_seed1_prod2.gen,hardware_single,ws_qaoa,QAOAAnsatz,3,3,6,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi_with_gamma_pi_beta_pi_over_2_override,0,2*pi,continuous_relaxation_or_legacy_artifact,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,optimizer_success,52,52,best_objective_iterate,one_round_local_swap,896.8595690999937,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_ws_qaoa/ms_seed1_prod3_gen/result.json,market_share,ms_seed1_prod3.gen,hardware_single,ws_qaoa,QAOAAnsatz,3,3,6,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi_with_gamma_pi_beta_pi_over_2_override,0,2*pi,continuous_relaxation_or_legacy_artifact,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,optimizer_success,53,53,best_objective_iterate,one_round_local_swap,1100.4405416999944,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_ws_qaoa/ms_seed1_prod4_gen/result.json,market_share,ms_seed1_prod4.gen,hardware_single,ws_qaoa,QAOAAnsatz,3,3,6,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi_with_gamma_pi_beta_pi_over_2_override,0,2*pi,continuous_relaxation_or_legacy_artifact,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,optimizer_success,63,63,best_objective_iterate,one_round_local_swap,1735.6975817000057,true
research_benchmark/research_benchmark/results_hardware/market_share/market_share_ws_qaoa/ms_seed1_prod5_gen/result.json,market_share,ms_seed1_prod5.gen,hardware_single,ws_qaoa,QAOAAnsatz,3,3,6,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi_with_gamma_pi_beta_pi_over_2_override,0,2*pi,continuous_relaxation_or_legacy_artifact,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,optimizer_success,50,50,best_objective_iterate,one_round_local_swap,2027.3701403000014,true
research_benchmark/research_benchmark/results_hardware/mis/mis_cvar_vqe/1dc_128_txt/result.json,mis,1dc.128.txt,hardware_multi,cvar_vqe,unknown_legacy_artifact,3,not_applicable,512,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,2372.879766499973,true
research_benchmark/research_benchmark/results_hardware/mis/mis_cvar_vqe/1dc_64_txt/result.json,mis,1dc.64.txt,hardware_multi,cvar_vqe,unknown_legacy_artifact,3,not_applicable,256,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,3548.833799599961,true
research_benchmark/research_benchmark/results_hardware/mis/mis_cvar_vqe/1et_64_txt/result.json,mis,1et.64.txt,hardware_multi,cvar_vqe,unknown_legacy_artifact,3,not_applicable,256,COBYLA,scipy.optimize.minimize,1.15.3,uniform_0_2pi,0,2*pi,not_applicable,0,1000,1000,200,200,not_applicable,not_applicable,not_applicable,not_applicable,budget_reached,200,200,best_objective_iterate,one_round_local_swap,3481.2344279000536,true
