backend_method,best_bitstring,best_gap_pct,best_objective,case_id,elapsed_sec,feasible,instance,metadata_max_memory_mb,method,replicate,seed,setting_label,shots,unique_bitstrings
matrix_product_state,011000110110110011011111111001001101011101111011111101101111110101011010100011110101110110010011101,13.629524126761696,75195.0,cvar_pet2,0.5614764160127379,True,pet2.dat,36864,cvar_vqe,1,1026,restricted_cap_32_1e-16,1000,1000
matrix_product_state,101010110000001111001110000010010010111010011011110011001001001010001000010100101100101010010101100,13.845464674193956,75007.0,cvar_pet2,0.5374009999795817,True,pet2.dat,36864,cvar_vqe,2,2035,restricted_cap_32_1e-16,1000,1000
matrix_product_state,010111010000110010110010100111111100110000001111110110110110111011001000100100101001000001110001010,1.4736793742318604,85778.0,cvar_pet2,0.5268976669758558,True,pet2.dat,36864,cvar_vqe,3,3044,restricted_cap_32_1e-16,1000,1000
matrix_product_state,111010011100111001010010110000001100001011110100010000101110000100111101001101110000110001001000100,12.03064517981645,76587.0,cvar_pet2,0.5418924159603193,True,pet2.dat,36864,cvar_vqe,4,4053,restricted_cap_32_1e-16,1000,1000
matrix_product_state,000111010000010001110011100110111101001110111000111101110110100110101000010011101111110101001011110,5.040144266663604,82673.0,cvar_pet2,0.5301497499458492,True,pet2.dat,36864,cvar_vqe,5,5062,restricted_cap_32_1e-16,1000,1000
matrix_product_state,101010110100000100001100101001101001000100110100000000101101011000000110111011001101011100001000010,10.08947749279241,78277.0,cvar_pet2,0.5376778750214726,True,pet2.dat,36864,cvar_vqe,6,6071,restricted_cap_32_1e-16,1000,1000
matrix_product_state,101001110010001101010101101011111000101000010110111101011010001000100111110010101110100001011001100,11.77680017459023,76808.0,cvar_pet2,0.5472669169539586,True,pet2.dat,36864,cvar_vqe,7,7080,restricted_cap_32_1e-16,1000,1000
matrix_product_state,111010011000101110011100011011111001001001011011110011011100011000011101011111101000011010001110100,15.786632361217997,73317.0,cvar_pet2,0.5353040830232203,True,pet2.dat,36864,cvar_vqe,8,8089,restricted_cap_32_1e-16,1000,1000
matrix_product_state,010111010000111011001000011000111000110001010100111110010000011010010101011110101000111100101101100,1.4736793742318604,85778.0,cvar_pet2,0.5998677079915069,True,pet2.dat,36864,cvar_vqe,9,9098,restricted_cap_32_1e-16,1000,1000
matrix_product_state,111011011110111001000011101001101110100101111011011010110110100111010010111000011010110110000111110,9.748337372646764,78574.0,cvar_pet2,0.5644707499886863,True,pet2.dat,36864,cvar_vqe,10,10107,restricted_cap_32_1e-16,1000,1000
matrix_product_state,011000110000011010001110101001001001011011001101000110110110111011101001011111101010111001010110110,17.38551130816324,71925.0,cvar_pet2,0.5633840839727782,True,pet2.dat,36864,cvar_vqe,11,11116,restricted_cap_32_1e-16,1000,1000
matrix_product_state,101011011010100110100101100101100000100110101010100001110110100111011111110110010010000101010000101,17.070789446480052,72199.0,cvar_pet2,0.5698936250410043,True,pet2.dat,36864,cvar_vqe,12,12125,restricted_cap_32_1e-16,1000,1000
matrix_product_state,111011011010101110011110011010111000011101010100011011011101010101100011100110001101110100100000010,13.504324554048312,75304.0,cvar_pet2,0.6767773749888875,True,pet2.dat,36864,cvar_vqe,13,13134,restricted_cap_32_1e-16,1000,1000
matrix_product_state,001000011110000101011110000100101110111001101100110011111100010101010011011010101101110101000011001,22.703621598649224,67295.0,cvar_pet2,0.5604104999802075,True,pet2.dat,36864,cvar_vqe,14,14143,restricted_cap_32_1e-16,1000,1000
matrix_product_state,101011110000111001000011110000001100111001111000111010110111000100100011100111010011001010111110010,11.56315686702427,76994.0,cvar_pet2,0.5526873749913648,True,pet2.dat,36864,cvar_vqe,15,15152,restricted_cap_32_1e-16,1000,1000
matrix_product_state,111011110110110001000110000101101001110000100101000000101001100110111011100110001000101110000110101,4.240704793190981,83369.0,cvar_pet2,0.550458665995393,True,pet2.dat,36864,cvar_vqe,16,16161,restricted_cap_32_1e-16,1000,1000
matrix_product_state,101010110110001011000101110010001101111111101000111101010101101001100100110101101101000110011101100,10.08947749279241,78277.0,cvar_pet2,0.5762692910502665,True,pet2.dat,36864,cvar_vqe,17,17170,restricted_cap_32_1e-16,1000,1000
matrix_product_state,010100010101010101011000000101101100011010110101111101000000011010000001011110010011100110010000010,0.2136433075659595,86875.0,cvar_pet2,0.6120600830181502,True,pet2.dat,36864,cvar_vqe,18,18179,restricted_cap_32_1e-16,1000,1000
matrix_product_state,011111100010110100010100000010110011001111000100000110010110011010000100111010100110000100011101100,18.909729959453717,70598.0,cvar_pet2,0.6127884580055252,True,pet2.dat,36864,cvar_vqe,19,19188,restricted_cap_32_1e-16,1000,1000
matrix_product_state,001001110100111001001010011000011000111011011000111011001001000111001001101011110101110110111000010,14.913681212023752,74077.0,cvar_pet2,1.7724469170207158,True,pet2.dat,36864,cvar_vqe,0,17,converged_cap_64_1e-16,1000,1000
matrix_product_state,011000110110110011011111111001001101011101111011111101101111110101011010100011110101110110010011101,13.629524126761696,75195.0,cvar_pet2,1.848306166997645,True,pet2.dat,36864,cvar_vqe,1,1026,converged_cap_64_1e-16,1000,1000
matrix_product_state,101010110000001111001110000010010010111010011011110011001001001010001000010100101100101010010101100,13.845464674193956,75007.0,cvar_pet2,1.908270417014137,True,pet2.dat,36864,cvar_vqe,2,2035,converged_cap_64_1e-16,1000,1000
matrix_product_state,010111010000110010110010100111111100110000001111110110110110111011001000100100101001000001110001010,1.4736793742318604,85778.0,cvar_pet2,2.0047399579780176,True,pet2.dat,36864,cvar_vqe,3,3044,converged_cap_64_1e-16,1000,1000
matrix_product_state,111010011100111001010010110000001100001011110100010000101110000100111101001101110000110001001000100,12.03064517981645,76587.0,cvar_pet2,1.9898965830216184,True,pet2.dat,36864,cvar_vqe,4,4053,converged_cap_64_1e-16,1000,1000
matrix_product_state,000111010000010001110011100110111101001110111000111101110110100110101000010011101111110101001011110,5.040144266663604,82673.0,cvar_pet2,1.9652822919888422,True,pet2.dat,36864,cvar_vqe,5,5062,converged_cap_64_1e-16,1000,1000
matrix_product_state,101010110100000100001100101001101001000100110100000000101101011000000110111011001101011100001000010,10.08947749279241,78277.0,cvar_pet2,1.786029500013683,True,pet2.dat,36864,cvar_vqe,6,6071,converged_cap_64_1e-16,1000,1000
matrix_product_state,101001110010001101010101101011111000101000010110111101011010001000100111110010101110100001011001100,11.77680017459023,76808.0,cvar_pet2,1.9026859160512686,True,pet2.dat,36864,cvar_vqe,7,7080,converged_cap_64_1e-16,1000,1000
matrix_product_state,111010011000101110011100011011111001001001011011110011011100011000011101011111101000011010001110100,15.786632361217997,73317.0,cvar_pet2,1.938861500006169,True,pet2.dat,36864,cvar_vqe,8,8089,converged_cap_64_1e-16,1000,1000
matrix_product_state,010111010000111011001000011000111000110001010100111110010000011010010101011110101000111100101101100,1.4736793742318604,85778.0,cvar_pet2,1.8311710830312222,True,pet2.dat,36864,cvar_vqe,9,9098,converged_cap_64_1e-16,1000,1000
matrix_product_state,111011011110111001000011101001101110100101111011011010110110100111010010111000011010110110000111110,9.748337372646764,78574.0,cvar_pet2,1.9390819999971427,True,pet2.dat,36864,cvar_vqe,10,10107,converged_cap_64_1e-16,1000,1000
matrix_product_state,011000110000011010001110101001001001011011001101000110110110111011101001011111101010111001010110110,17.38551130816324,71925.0,cvar_pet2,1.8462938329903409,True,pet2.dat,36864,cvar_vqe,11,11116,converged_cap_64_1e-16,1000,1000
matrix_product_state,101011011010100110100101100101100000100110101010100001110110100111011111110110010010000101010000101,17.070789446480052,72199.0,cvar_pet2,1.9038011249504052,True,pet2.dat,36864,cvar_vqe,12,12125,converged_cap_64_1e-16,1000,1000
matrix_product_state,111011011010101110011110011010111000011101010100011011011101010101100011100110001101110100100000010,13.504324554048312,75304.0,cvar_pet2,1.840687291987706,True,pet2.dat,36864,cvar_vqe,13,13134,converged_cap_64_1e-16,1000,1000
matrix_product_state,001000011110000101011110000100101110111001101100110011111100010101010011011010101101110101000011001,22.703621598649224,67295.0,cvar_pet2,1.7449125419952907,True,pet2.dat,36864,cvar_vqe,14,14143,converged_cap_64_1e-16,1000,1000
matrix_product_state,101011110000111001000011110000001100111001111000111010110111000100100011100111010011001010111110010,11.56315686702427,76994.0,cvar_pet2,1.7474216669797897,True,pet2.dat,36864,cvar_vqe,15,15152,converged_cap_64_1e-16,1000,1000
matrix_product_state,111011110110110001000110000101101001110000100101000000101001100110111011100110001000101110000110101,4.240704793190981,83369.0,cvar_pet2,1.917199374991469,True,pet2.dat,36864,cvar_vqe,16,16161,converged_cap_64_1e-16,1000,1000
matrix_product_state,101010110110001011000101110010001101111111101000111101010101101001100100110101101101000110011101100,10.08947749279241,78277.0,cvar_pet2,1.623342499951832,True,pet2.dat,36864,cvar_vqe,17,17170,converged_cap_64_1e-16,1000,1000
matrix_product_state,010100010101010101011000000101101100011010110101111101000000011010000001011110010011100110010000010,0.2136433075659595,86875.0,cvar_pet2,1.8157371659763157,True,pet2.dat,36864,cvar_vqe,18,18179,converged_cap_64_1e-16,1000,1000
matrix_product_state,011111100010110100010100000010110011001111000100000110010110011010000100111010100110000100011101100,18.909729959453717,70598.0,cvar_pet2,2.0492333329748362,True,pet2.dat,36864,cvar_vqe,19,19188,converged_cap_64_1e-16,1000,1000
matrix_product_state,001001110100111001001010011000011000111011011000111011001001000111001001101011110101110110111000010,14.913681212023752,74077.0,cvar_pet2,1.7599795840214938,True,pet2.dat,36864,cvar_vqe,0,17,conservative_cap_128_1e-16,1000,1000
matrix_product_state,011000110110110011011111111001001101011101111011111101101111110101011010100011110101110110010011101,13.629524126761696,75195.0,cvar_pet2,1.8013902920065448,True,pet2.dat,36864,cvar_vqe,1,1026,conservative_cap_128_1e-16,1000,1000
matrix_product_state,101010110000001111001110000010010010111010011011110011001001001010001000010100101100101010010101100,13.845464674193956,75007.0,cvar_pet2,1.747851833992172,True,pet2.dat,36864,cvar_vqe,2,2035,conservative_cap_128_1e-16,1000,1000
matrix_product_state,010111010000110010110010100111111100110000001111110110110110111011001000100100101001000001110001010,1.4736793742318604,85778.0,cvar_pet2,1.690587749995757,True,pet2.dat,36864,cvar_vqe,3,3044,conservative_cap_128_1e-16,1000,1000
matrix_product_state,111010011100111001010010110000001100001011110100010000101110000100111101001101110000110001001000100,12.03064517981645,76587.0,cvar_pet2,1.8187543329549953,True,pet2.dat,36864,cvar_vqe,4,4053,conservative_cap_128_1e-16,1000,1000
matrix_product_state,000111010000010001110011100110111101001110111000111101110110100110101000010011101111110101001011110,5.040144266663604,82673.0,cvar_pet2,1.622348291974049,True,pet2.dat,36864,cvar_vqe,5,5062,conservative_cap_128_1e-16,1000,1000
matrix_product_state,101010110100000100001100101001101001000100110100000000101101011000000110111011001101011100001000010,10.08947749279241,78277.0,cvar_pet2,1.8138599169906229,True,pet2.dat,36864,cvar_vqe,6,6071,conservative_cap_128_1e-16,1000,1000
matrix_product_state,101001110010001101010101101011111000101000010110111101011010001000100111110010101110100001011001100,11.77680017459023,76808.0,cvar_pet2,1.6120645409682766,True,pet2.dat,36864,cvar_vqe,7,7080,conservative_cap_128_1e-16,1000,1000
matrix_product_state,111010011000101110011100011011111001001001011011110011011100011000011101011111101000011010001110100,15.786632361217997,73317.0,cvar_pet2,1.9626257499912754,True,pet2.dat,36864,cvar_vqe,8,8089,conservative_cap_128_1e-16,1000,1000
matrix_product_state,010111010000111011001000011000111000110001010100111110010000011010010101011110101000111100101101100,1.4736793742318604,85778.0,cvar_pet2,1.8507107500336133,True,pet2.dat,36864,cvar_vqe,9,9098,conservative_cap_128_1e-16,1000,1000
matrix_product_state,111011011110111001000011101001101110100101111011011010110110100111010010111000011010110110000111110,9.748337372646764,78574.0,cvar_pet2,1.8481430829851888,True,pet2.dat,36864,cvar_vqe,10,10107,conservative_cap_128_1e-16,1000,1000
matrix_product_state,011000110000011010001110101001001001011011001101000110110110111011101001011111101010111001010110110,17.38551130816324,71925.0,cvar_pet2,1.8156821670127101,True,pet2.dat,36864,cvar_vqe,11,11116,conservative_cap_128_1e-16,1000,1000
matrix_product_state,101011011010100110100101100101100000100110101010100001110110100111011111110110010010000101010000101,17.070789446480052,72199.0,cvar_pet2,1.904323457973078,True,pet2.dat,36864,cvar_vqe,12,12125,conservative_cap_128_1e-16,1000,1000
matrix_product_state,111011011010101110011110011010111000011101010100011011011101010101100011100110001101110100100000010,13.504324554048312,75304.0,cvar_pet2,1.7529911670135334,True,pet2.dat,36864,cvar_vqe,13,13134,conservative_cap_128_1e-16,1000,1000
matrix_product_state,001000011110000101011110000100101110111001101100110011111100010101010011011010101101110101000011001,22.703621598649224,67295.0,cvar_pet2,1.664304792007897,True,pet2.dat,36864,cvar_vqe,14,14143,conservative_cap_128_1e-16,1000,1000
matrix_product_state,101011110000111001000011110000001100111001111000111010110111000100100011100111010011001010111110010,11.56315686702427,76994.0,cvar_pet2,1.820146834012121,True,pet2.dat,36864,cvar_vqe,15,15152,conservative_cap_128_1e-16,1000,1000
matrix_product_state,111011110110110001000110000101101001110000100101000000101001100110111011100110001000101110000110101,4.240704793190981,83369.0,cvar_pet2,1.7502565840259194,True,pet2.dat,36864,cvar_vqe,16,16161,conservative_cap_128_1e-16,1000,1000
matrix_product_state,101010110110001011000101110010001101111111101000111101010101101001100100110101101101000110011101100,10.08947749279241,78277.0,cvar_pet2,1.8787266669678502,True,pet2.dat,36864,cvar_vqe,17,17170,conservative_cap_128_1e-16,1000,1000
matrix_product_state,010100010101010101011000000101101100011010110101111101000000011010000001011110010011100110010000010,0.2136433075659595,86875.0,cvar_pet2,2.0721134999766946,True,pet2.dat,36864,cvar_vqe,18,18179,conservative_cap_128_1e-16,1000,1000
matrix_product_state,011111100010110100010100000010110011001111000100000110010110011010000100111010100110000100011101100,18.909729959453717,70598.0,cvar_pet2,1.8657790829893202,True,pet2.dat,36864,cvar_vqe,19,19188,conservative_cap_128_1e-16,1000,1000
matrix_product_state,001001110100111001001010011000011000111011011000111011001001000111001001101011110101110110111000010,14.913681212023752,74077.0,cvar_pet2,1.8310365420184098,True,pet2.dat,36864,cvar_vqe,0,17,threshold_uncapped_1e-12,1000,1000
matrix_product_state,011000110110110011011111111001001101011101111011111101101111110101011010100011110101110110010011101,13.629524126761696,75195.0,cvar_pet2,1.7568777920096181,True,pet2.dat,36864,cvar_vqe,1,1026,threshold_uncapped_1e-12,1000,1000
matrix_product_state,101010110000001111001110000010010010111010011011110011001001001010001000010100101100101010010101100,13.845464674193956,75007.0,cvar_pet2,1.7898941249586642,True,pet2.dat,36864,cvar_vqe,2,2035,threshold_uncapped_1e-12,1000,1000
matrix_product_state,010111010000110010110010100111111100110000001111110110110110111011001000100100101001000001110001010,1.4736793742318604,85778.0,cvar_pet2,1.79240137495799,True,pet2.dat,36864,cvar_vqe,3,3044,threshold_uncapped_1e-12,1000,1000
matrix_product_state,111010011100111001010010110000001100001011110100010000101110000100111101001101110000110001001000100,12.03064517981645,76587.0,cvar_pet2,1.7330888339783996,True,pet2.dat,36864,cvar_vqe,4,4053,threshold_uncapped_1e-12,1000,1000
matrix_product_state,000111010000010001110011100110111101001110111000111101110110100110101000010011101111110101001011110,5.040144266663604,82673.0,cvar_pet2,1.747294917004183,True,pet2.dat,36864,cvar_vqe,5,5062,threshold_uncapped_1e-12,1000,1000
matrix_product_state,101010110100000100001100101001101001000100110100000000101101011000000110111011001101011100001000010,10.08947749279241,78277.0,cvar_pet2,1.6461936249979772,True,pet2.dat,36864,cvar_vqe,6,6071,threshold_uncapped_1e-12,1000,1000
matrix_product_state,101001110010001101010101101011111000101000010110111101011010001000100111110010101110100001011001100,11.77680017459023,76808.0,cvar_pet2,1.7389004590222612,True,pet2.dat,36864,cvar_vqe,7,7080,threshold_uncapped_1e-12,1000,1000
matrix_product_state,111010011000101110011100011011111001001001011011110011011100011000011101011111101000011010001110100,15.786632361217997,73317.0,cvar_pet2,1.649248166999314,True,pet2.dat,36864,cvar_vqe,8,8089,threshold_uncapped_1e-12,1000,1000
matrix_product_state,010111010000111011001000011000111000110001010100111110010000011010010101011110101000111100101101100,1.4736793742318604,85778.0,cvar_pet2,1.7458154580090195,True,pet2.dat,36864,cvar_vqe,9,9098,threshold_uncapped_1e-12,1000,1000
matrix_product_state,111011011110111001000011101001101110100101111011011010110110100111010010111000011010110110000111110,9.748337372646764,78574.0,cvar_pet2,1.7323487919638865,True,pet2.dat,36864,cvar_vqe,10,10107,threshold_uncapped_1e-12,1000,1000
matrix_product_state,011000110000011010001110101001001001011011001101000110110110111011101001011111101010111001010110110,17.38551130816324,71925.0,cvar_pet2,1.655477125023026,True,pet2.dat,36864,cvar_vqe,11,11116,threshold_uncapped_1e-12,1000,1000
matrix_product_state,101011011010100110100101100101100000100110101010100001110110100111011111110110010010000101010000101,17.070789446480052,72199.0,cvar_pet2,1.8082130830152892,True,pet2.dat,36864,cvar_vqe,12,12125,threshold_uncapped_1e-12,1000,1000
matrix_product_state,111011011010101110011110011010111000011101010100011011011101010101100011100110001101110100100000010,13.504324554048312,75304.0,cvar_pet2,1.644375791947823,True,pet2.dat,36864,cvar_vqe,13,13134,threshold_uncapped_1e-12,1000,1000
matrix_product_state,001000011110000101011110000100101110111001101100110011111100010101010011011010101101110101000011001,22.703621598649224,67295.0,cvar_pet2,1.7579512919764966,True,pet2.dat,36864,cvar_vqe,14,14143,threshold_uncapped_1e-12,1000,1000
matrix_product_state,101011110000111001000011110000001100111001111000111010110111000100100011100111010011001010111110010,11.56315686702427,76994.0,cvar_pet2,1.6594090000144206,True,pet2.dat,36864,cvar_vqe,15,15152,threshold_uncapped_1e-12,1000,1000
matrix_product_state,111011110110110001000110000101101001110000100101000000101001100110111011100110001000101110000110101,4.240704793190981,83369.0,cvar_pet2,1.939545332978014,True,pet2.dat,36864,cvar_vqe,16,16161,threshold_uncapped_1e-12,1000,1000
matrix_product_state,101010110110001011000101110010001101111111101000111101010101101001100100110101101101000110011101100,10.08947749279241,78277.0,cvar_pet2,1.7313976250006817,True,pet2.dat,36864,cvar_vqe,17,17170,threshold_uncapped_1e-12,1000,1000
matrix_product_state,010100010101010101011000000101101100011010110101111101000000011010000001011110010011100110010000010,0.2136433075659595,86875.0,cvar_pet2,1.8373504160554148,True,pet2.dat,36864,cvar_vqe,18,18179,threshold_uncapped_1e-12,1000,1000
matrix_product_state,011111100010110100010100000010110011001111000100000110010110011010000100111010100110000100011101100,18.909729959453717,70598.0,cvar_pet2,1.7265164169948548,True,pet2.dat,36864,cvar_vqe,19,19188,threshold_uncapped_1e-12,1000,1000
matrix_product_state,001001110100111001001010011000011000111011011000111011001001000111001001101011110101110110111000010,14.913681212023752,74077.0,cvar_pet2,1.6055742499884218,True,pet2.dat,36864,cvar_vqe,0,17,threshold_uncapped_1e-8,1000,1000
matrix_product_state,011000110110110011011111111001001101011101111011111101101111110101011010100011110101110110010011101,13.629524126761696,75195.0,cvar_pet2,1.4702064580051228,True,pet2.dat,36864,cvar_vqe,1,1026,threshold_uncapped_1e-8,1000,1000
matrix_product_state,101010110000001111001110000010010010111010011011110011001001001010001000010100101100101010010101100,13.845464674193956,75007.0,cvar_pet2,1.6373103340156376,True,pet2.dat,36864,cvar_vqe,2,2035,threshold_uncapped_1e-8,1000,1000
matrix_product_state,010111010000110010110010100111111100110000001111110110110110111011001000100100101001000001110001010,1.4736793742318604,85778.0,cvar_pet2,1.7245183329796419,True,pet2.dat,36864,cvar_vqe,3,3044,threshold_uncapped_1e-8,1000,1000
matrix_product_state,111010011100111001010010110000001100001011110100010000101110000100111101001101110000110001001000100,12.03064517981645,76587.0,cvar_pet2,1.5289164159912616,True,pet2.dat,36864,cvar_vqe,4,4053,threshold_uncapped_1e-8,1000,1000
matrix_product_state,000111010000010001110011100110111101001110111000111101110110100110101000010011101111110101001011110,5.040144266663604,82673.0,cvar_pet2,1.5521599169587716,True,pet2.dat,36864,cvar_vqe,5,5062,threshold_uncapped_1e-8,1000,1000
matrix_product_state,101010110100000100001100101001101001000100110100000000101101011000000110111011001101011100001000010,10.08947749279241,78277.0,cvar_pet2,1.3979938750271685,True,pet2.dat,36864,cvar_vqe,6,6071,threshold_uncapped_1e-8,1000,1000
matrix_product_state,101001110010001101010101101011111000101000010110111101011010001000100111110010101110100001011001100,11.77680017459023,76808.0,cvar_pet2,1.5356806250056252,True,pet2.dat,36864,cvar_vqe,7,7080,threshold_uncapped_1e-8,1000,1000
matrix_product_state,111010011000101110011100011011111001001001011011110011011100011000011101011111101000011010001110100,15.786632361217997,73317.0,cvar_pet2,1.5692325420095585,True,pet2.dat,36864,cvar_vqe,8,8089,threshold_uncapped_1e-8,1000,1000
matrix_product_state,010111010000111011001000011000111000110001010100111110010000011010010101011110101000111100101101100,1.4736793742318604,85778.0,cvar_pet2,1.4034696660237387,True,pet2.dat,36864,cvar_vqe,9,9098,threshold_uncapped_1e-8,1000,1000
matrix_product_state,111011011110111001000011101001101110100101111011011010110110100111010010111000011010110110000111110,9.748337372646764,78574.0,cvar_pet2,1.6156388749950565,True,pet2.dat,36864,cvar_vqe,10,10107,threshold_uncapped_1e-8,1000,1000
matrix_product_state,011000110000011010001110101001001001011011001101000110110110111011101001011111101010111001010110110,17.38551130816324,71925.0,cvar_pet2,1.6606107500265352,True,pet2.dat,36864,cvar_vqe,11,11116,threshold_uncapped_1e-8,1000,1000
matrix_product_state,101011011010100110100101100101100000100110101010100001110110100111011111110110010010000101010000101,17.070789446480052,72199.0,cvar_pet2,1.559286166972015,True,pet2.dat,36864,cvar_vqe,12,12125,threshold_uncapped_1e-8,1000,1000
matrix_product_state,111011011010101110011110011010111000011101010100011011011101010101100011100110001101110100100000010,13.504324554048312,75304.0,cvar_pet2,1.468973457987886,True,pet2.dat,36864,cvar_vqe,13,13134,threshold_uncapped_1e-8,1000,1000
matrix_product_state,001000011110000101011110000100101110111001101100110011111100010101010011011010101101110101000011001,22.703621598649224,67295.0,cvar_pet2,1.4250796670094132,True,pet2.dat,36864,cvar_vqe,14,14143,threshold_uncapped_1e-8,1000,1000
matrix_product_state,101011110000111001000011110000001100111001111000111010110111000100100011100111010011001010111110010,11.56315686702427,76994.0,cvar_pet2,1.5760217499919236,True,pet2.dat,36864,cvar_vqe,15,15152,threshold_uncapped_1e-8,1000,1000
matrix_product_state,111011110110110001000110000101101001110000100101000000101001100110111011100110001000101110000110101,4.240704793190981,83369.0,cvar_pet2,1.6989149589790031,True,pet2.dat,36864,cvar_vqe,16,16161,threshold_uncapped_1e-8,1000,1000
matrix_product_state,101010110110001011000101110010001101111111101000111101010101101001100100110101101101000110011101100,10.08947749279241,78277.0,cvar_pet2,1.5624977499828674,True,pet2.dat,36864,cvar_vqe,17,17170,threshold_uncapped_1e-8,1000,1000
